#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
6975,RZ CEP,000-BDC-590,2458827.31136,9.351,0.0156,False,Johnson V,CCD,SJTS,,
6976,RZ CEP,000-BDC-590,2458827.311453,9.3667,0.0157,False,Johnson V,CCD,SJTS,,
6977,RZ CEP,000-BDC-590,2458827.311534,9.3338,0.0155,False,Johnson V,CCD,SJTS,,
6978,RZ CEP,000-BDC-590,2458827.311626,9.2904,0.0158,False,Johnson V,CCD,SJTS,,
6979,RZ CEP,000-BDC-590,2458827.311719,9.3605,0.0155,False,Johnson V,CCD,SJTS,,
6980,RZ CEP,000-BDC-590,2458827.3118,9.3262,0.0154,False,Johnson V,CCD,SJTS,,
6981,RZ CEP,000-BDC-590,2458827.311892,9.3771,0.0159,False,Johnson V,CCD,SJTS,,
6982,RZ CEP,000-BDC-590,2458827.311985,9.3353,0.0159,False,Johnson V,CCD,SJTS,,
6983,RZ CEP,000-BDC-590,2458827.312078,9.3551,0.0155,False,Johnson V,CCD,SJTS,,
6984,RZ CEP,000-BDC-590,2458827.312159,9.3272,0.0159,False,Johnson V,CCD,SJTS,,
6985,RZ CEP,000-BDC-590,2458827.312251,9.3492,0.0155,False,Johnson V,CCD,SJTS,,
6986,RZ CEP,000-BDC-590,2458827.312344,9.3459,0.0153,False,Johnson V,CCD,SJTS,,
6987,RZ CEP,000-BDC-590,2458827.312425,9.3532,0.0154,False,Johnson V,CCD,SJTS,,
6988,RZ CEP,000-BDC-590,2458827.312517,9.3905,0.0155,False,Johnson V,CCD,SJTS,,
6989,RZ CEP,000-BDC-590,2458827.31261,9.3004,0.0158,False,Johnson V,CCD,SJTS,,
6990,RZ CEP,000-BDC-590,2458827.312703,9.3267,0.0155,False,Johnson V,CCD,SJTS,,
6991,RZ CEP,000-BDC-590,2458827.312784,9.312,0.016,False,Johnson V,CCD,SJTS,,
6992,RZ CEP,000-BDC-590,2458827.312876,9.2966,0.0157,False,Johnson V,CCD,SJTS,,
6993,RZ CEP,000-BDC-590,2458827.312969,9.2947,0.0159,False,Johnson V,CCD,SJTS,,
6994,RZ CEP,000-BDC-590,2458827.31305,9.3186,0.0154,False,Johnson V,CCD,SJTS,,
6995,RZ CEP,000-BDC-590,2458827.313142,9.3128,0.0157,False,Johnson V,CCD,SJTS,,
6996,RZ CEP,000-BDC-590,2458827.313235,9.3211,0.0158,False,Johnson V,CCD,SJTS,,
6997,RZ CEP,000-BDC-590,2458827.313316,9.3344,0.0154,False,Johnson V,CCD,SJTS,,
6998,RZ CEP,000-BDC-590,2458827.313409,9.3311,0.0156,False,Johnson V,CCD,SJTS,,
6999,RZ CEP,000-BDC-590,2458827.313501,9.3068,0.0156,False,Johnson V,CCD,SJTS,,
7000,RZ CEP,000-BDC-590,2458827.313594,9.326,0.0158,False,Johnson V,CCD,SJTS,,
7001,RZ CEP,000-BDC-590,2458827.313675,9.3133,0.0157,False,Johnson V,CCD,SJTS,,
7002,RZ CEP,000-BDC-590,2458827.313767,9.2955,0.0157,False,Johnson V,CCD,SJTS,,
7003,RZ CEP,000-BDC-590,2458827.313848,9.334,0.0157,False,Johnson V,CCD,SJTS,,
7004,RZ CEP,000-BDC-590,2458827.313941,9.3336,0.0158,False,Johnson V,CCD,SJTS,,
7005,RZ CEP,000-BDC-590,2458827.314034,9.3279,0.0157,False,Johnson V,CCD,SJTS,,
7006,RZ CEP,000-BDC-590,2458827.314126,9.2469,0.016,False,Johnson V,CCD,SJTS,,
7007,RZ CEP,000-BDC-590,2458827.314207,9.3293,0.016,False,Johnson V,CCD,SJTS,,
7008,RZ CEP,000-BDC-590,2458827.3143,9.2357,0.0161,False,Johnson V,CCD,SJTS,,
7009,RZ CEP,000-BDC-590,2458827.314392,9.3273,0.0155,False,Johnson V,CCD,SJTS,,
7010,RZ CEP,000-BDC-590,2458827.314485,9.3138,0.0157,False,Johnson V,CCD,SJTS,,
7011,RZ CEP,000-BDC-590,2458827.314566,9.2957,0.0159,False,Johnson V,CCD,SJTS,,
7012,RZ CEP,000-BDC-590,2458827.314659,9.2938,0.0157,False,Johnson V,CCD,SJTS,,
7013,RZ CEP,000-BDC-590,2458827.314751,9.3277,0.0159,False,Johnson V,CCD,SJTS,,
7014,RZ CEP,000-BDC-590,2458827.314832,9.2845,0.016,False,Johnson V,CCD,SJTS,,
7015,RZ CEP,000-BDC-590,2458827.314925,9.2267,0.0165,False,Johnson V,CCD,SJTS,,
7016,RZ CEP,000-BDC-590,2458827.315017,9.285,0.0162,False,Johnson V,CCD,SJTS,,
7017,RZ CEP,000-BDC-590,2458827.315098,9.2624,0.0161,False,Johnson V,CCD,SJTS,,
7018,RZ CEP,000-BDC-590,2458827.315191,9.3035,0.0157,False,Johnson V,CCD,SJTS,,
7019,RZ CEP,000-BDC-590,2458827.315284,9.2824,0.0159,False,Johnson V,CCD,SJTS,,
7020,RZ CEP,000-BDC-590,2458827.315376,9.257,0.0159,False,Johnson V,CCD,SJTS,,
7021,RZ CEP,000-BDC-590,2458827.315457,9.2896,0.0158,False,Johnson V,CCD,SJTS,,
7022,RZ CEP,000-BDC-590,2458827.31555,9.2705,0.0159,False,Johnson V,CCD,SJTS,,
7023,RZ CEP,000-BDC-590,2458827.315642,9.2984,0.0161,False,Johnson V,CCD,SJTS,,
7024,RZ CEP,000-BDC-590,2458827.315723,9.3007,0.0158,False,Johnson V,CCD,SJTS,,
7025,RZ CEP,000-BDC-590,2458827.315816,9.2995,0.0155,False,Johnson V,CCD,SJTS,,
7026,RZ CEP,000-BDC-590,2458827.315909,9.2406,0.0158,False,Johnson V,CCD,SJTS,,
7027,RZ CEP,000-BDC-590,2458827.31599,9.2881,0.0155,False,Johnson V,CCD,SJTS,,
7028,RZ CEP,000-BDC-590,2458827.316082,9.2851,0.0157,False,Johnson V,CCD,SJTS,,
7029,RZ CEP,000-BDC-590,2458827.316175,9.2501,0.0155,False,Johnson V,CCD,SJTS,,
7030,RZ CEP,000-BDC-590,2458827.316267,9.2536,0.0155,False,Johnson V,CCD,SJTS,,
7031,RZ CEP,000-BDC-590,2458827.31636,9.2993,0.0156,False,Johnson V,CCD,SJTS,,
7032,RZ CEP,000-BDC-590,2458827.316441,9.3162,0.0154,False,Johnson V,CCD,SJTS,,
7033,RZ CEP,000-BDC-590,2458827.316534,9.3332,0.0155,False,Johnson V,CCD,SJTS,,
7034,RZ CEP,000-BDC-590,2458827.316626,9.2359,0.016,False,Johnson V,CCD,SJTS,,
7035,RZ CEP,000-BDC-590,2458827.316707,9.2532,0.0158,False,Johnson V,CCD,SJTS,,
7036,RZ CEP,000-BDC-590,2458827.3168,9.3049,0.0153,False,Johnson V,CCD,SJTS,,
7037,RZ CEP,000-BDC-590,2458827.316892,9.2959,0.0155,False,Johnson V,CCD,SJTS,,
7038,RZ CEP,000-BDC-590,2458827.316973,9.2701,0.0152,False,Johnson V,CCD,SJTS,,
7039,RZ CEP,000-BDC-590,2458827.317066,9.2957,0.0156,False,Johnson V,CCD,SJTS,,
7040,RZ CEP,000-BDC-590,2458827.317159,9.2841,0.0155,False,Johnson V,CCD,SJTS,,
7041,RZ CEP,000-BDC-590,2458827.31724,9.3098,0.0156,False,Johnson V,CCD,SJTS,,
7042,RZ CEP,000-BDC-590,2458827.317332,9.2847,0.0158,False,Johnson V,CCD,SJTS,,
7043,RZ CEP,000-BDC-590,2458827.317425,9.2784,0.0155,False,Johnson V,CCD,SJTS,,
7044,RZ CEP,000-BDC-590,2458827.317506,9.2457,0.0159,False,Johnson V,CCD,SJTS,,
7045,RZ CEP,000-BDC-590,2458827.317598,9.2451,0.0157,False,Johnson V,CCD,SJTS,,
7046,RZ CEP,000-BDC-590,2458827.317691,9.2702,0.0157,False,Johnson V,CCD,SJTS,,
7047,RZ CEP,000-BDC-590,2458827.317772,9.3015,0.0155,False,Johnson V,CCD,SJTS,,
7048,RZ CEP,000-BDC-590,2458827.317865,9.2702,0.0156,False,Johnson V,CCD,SJTS,,
7049,RZ CEP,000-BDC-590,2458827.317957,9.2282,0.0157,False,Johnson V,CCD,SJTS,,
7050,RZ CEP,000-BDC-590,2458827.31805,9.2665,0.0156,False,Johnson V,CCD,SJTS,,
7051,RZ CEP,000-BDC-590,2458827.318131,9.2189,0.0157,False,Johnson V,CCD,SJTS,,
7052,RZ CEP,000-BDC-590,2458827.318223,9.261,0.0156,False,Johnson V,CCD,SJTS,,
7053,RZ CEP,000-BDC-590,2458827.318316,9.2647,0.0157,False,Johnson V,CCD,SJTS,,
7054,RZ CEP,000-BDC-590,2458827.318397,9.2784,0.0159,False,Johnson V,CCD,SJTS,,
7055,RZ CEP,000-BDC-590,2458827.31849,9.2931,0.0157,False,Johnson V,CCD,SJTS,,
7056,RZ CEP,000-BDC-590,2458827.318582,9.2956,0.0158,False,Johnson V,CCD,SJTS,,
7057,RZ CEP,000-BDC-590,2458827.318663,9.2637,0.0159,False,Johnson V,CCD,SJTS,,
7058,RZ CEP,000-BDC-590,2458827.318756,9.2888,0.0156,False,Johnson V,CCD,SJTS,,
7059,RZ CEP,000-BDC-590,2458827.318848,9.2555,0.0157,False,Johnson V,CCD,SJTS,,
7060,RZ CEP,000-BDC-590,2458827.318941,9.2671,0.0154,False,Johnson V,CCD,SJTS,,
7061,RZ CEP,000-BDC-590,2458827.319022,9.2754,0.0153,False,Johnson V,CCD,SJTS,,
7062,RZ CEP,000-BDC-590,2458827.319115,9.2684,0.0154,False,Johnson V,CCD,SJTS,,
7063,RZ CEP,000-BDC-590,2458827.319207,9.237,0.0155,False,Johnson V,CCD,SJTS,,
7064,RZ CEP,000-BDC-590,2458827.319288,9.2337,0.0156,False,Johnson V,CCD,SJTS,,
7065,RZ CEP,000-BDC-590,2458827.319381,9.2884,0.0156,False,Johnson V,CCD,SJTS,,
7066,RZ CEP,000-BDC-590,2458827.319473,9.2715,0.0154,False,Johnson V,CCD,SJTS,,
7067,RZ CEP,000-BDC-590,2458827.319554,9.2385,0.0156,False,Johnson V,CCD,SJTS,,
7068,RZ CEP,000-BDC-590,2458827.319647,9.2529,0.0155,False,Johnson V,CCD,SJTS,,
7069,RZ CEP,000-BDC-590,2458827.31974,9.3143,0.0153,False,Johnson V,CCD,SJTS,,
7070,RZ CEP,000-BDC-590,2458827.319832,9.1903,0.0156,False,Johnson V,CCD,SJTS,,
7071,RZ CEP,000-BDC-590,2458827.319913,9.2951,0.0154,False,Johnson V,CCD,SJTS,,
7072,RZ CEP,000-BDC-590,2458827.320006,9.2522,0.0153,False,Johnson V,CCD,SJTS,,
7073,RZ CEP,000-BDC-590,2458827.320098,9.2648,0.0155,False,Johnson V,CCD,SJTS,,
7074,RZ CEP,000-BDC-590,2458827.320179,9.2451,0.0156,False,Johnson V,CCD,SJTS,,
7075,RZ CEP,000-BDC-590,2458827.320272,9.2705,0.0153,False,Johnson V,CCD,SJTS,,
7076,RZ CEP,000-BDC-590,2458827.320365,9.2801,0.0152,False,Johnson V,CCD,SJTS,,
7077,RZ CEP,000-BDC-590,2458827.320457,9.2481,0.0154,False,Johnson V,CCD,SJTS,,
7078,RZ CEP,000-BDC-590,2458827.320538,9.2725,0.0154,False,Johnson V,CCD,SJTS,,
7079,RZ CEP,000-BDC-590,2458827.320631,9.2497,0.0155,False,Johnson V,CCD,SJTS,,
7080,RZ CEP,000-BDC-590,2458827.320723,9.2389,0.0156,False,Johnson V,CCD,SJTS,,
7081,RZ CEP,000-BDC-590,2458827.320804,9.2371,0.0156,False,Johnson V,CCD,SJTS,,
7082,RZ CEP,000-BDC-590,2458827.320897,9.2957,0.0155,False,Johnson V,CCD,SJTS,,
7083,RZ CEP,000-BDC-590,2458827.32099,9.2937,0.0155,False,Johnson V,CCD,SJTS,,
7084,RZ CEP,000-BDC-590,2458827.321071,9.1797,0.0158,False,Johnson V,CCD,SJTS,,
7085,RZ CEP,000-BDC-590,2458827.321163,9.2562,0.0153,False,Johnson V,CCD,SJTS,,
7086,RZ CEP,000-BDC-590,2458827.321256,9.2262,0.0155,False,Johnson V,CCD,SJTS,,
7087,RZ CEP,000-BDC-590,2458827.321429,9.219,0.0154,False,Johnson V,CCD,SJTS,,
7088,RZ CEP,000-BDC-590,2458827.321522,9.1802,0.0156,False,Johnson V,CCD,SJTS,,
7089,RZ CEP,000-BDC-590,2458827.321615,9.2508,0.0153,False,Johnson V,CCD,SJTS,,
7090,RZ CEP,000-BDC-590,2458827.321696,9.2097,0.0154,False,Johnson V,CCD,SJTS,,
7091,RZ CEP,000-BDC-590,2458827.321788,9.2316,0.0154,False,Johnson V,CCD,SJTS,,
7092,RZ CEP,000-BDC-590,2458827.321869,9.2182,0.0153,False,Johnson V,CCD,SJTS,,
7093,RZ CEP,000-BDC-590,2458827.321962,9.2335,0.0158,False,Johnson V,CCD,SJTS,,
7094,RZ CEP,000-BDC-590,2458827.322054,9.1695,0.0157,False,Johnson V,CCD,SJTS,,
7095,RZ CEP,000-BDC-590,2458827.322147,9.1781,0.0156,False,Johnson V,CCD,SJTS,,
7096,RZ CEP,000-BDC-590,2458827.322228,9.2286,0.0156,False,Johnson V,CCD,SJTS,,
7097,RZ CEP,000-BDC-590,2458827.322321,9.2573,0.0155,False,Johnson V,CCD,SJTS,,
7098,RZ CEP,000-BDC-590,2458827.322413,9.2569,0.0152,False,Johnson V,CCD,SJTS,,
7099,RZ CEP,000-BDC-590,2458827.322494,9.1949,0.0158,False,Johnson V,CCD,SJTS,,
7100,RZ CEP,000-BDC-590,2458827.322587,9.1817,0.0155,False,Johnson V,CCD,SJTS,,
7101,RZ CEP,000-BDC-590,2458827.322679,9.2259,0.0155,False,Johnson V,CCD,SJTS,,
7102,RZ CEP,000-BDC-590,2458827.32276,9.2239,0.0153,False,Johnson V,CCD,SJTS,,
7103,RZ CEP,000-BDC-590,2458827.322853,9.1843,0.0158,False,Johnson V,CCD,SJTS,,
7104,RZ CEP,000-BDC-590,2458827.322946,9.2323,0.0154,False,Johnson V,CCD,SJTS,,
7105,RZ CEP,000-BDC-590,2458827.323027,9.2404,0.0156,False,Johnson V,CCD,SJTS,,
7106,RZ CEP,000-BDC-590,2458827.323119,9.2229,0.0151,False,Johnson V,CCD,SJTS,,
7107,RZ CEP,000-BDC-590,2458827.323212,9.1944,0.0154,False,Johnson V,CCD,SJTS,,
7108,RZ CEP,000-BDC-590,2458827.323304,9.2188,0.0154,False,Johnson V,CCD,SJTS,,
7109,RZ CEP,000-BDC-590,2458827.323385,9.219,0.0156,False,Johnson V,CCD,SJTS,,
7110,RZ CEP,000-BDC-590,2458827.323478,9.2678,0.0151,False,Johnson V,CCD,SJTS,,
7111,RZ CEP,000-BDC-590,2458827.323571,9.2004,0.0153,False,Johnson V,CCD,SJTS,,
7112,RZ CEP,000-BDC-590,2458827.323663,9.2213,0.0153,False,Johnson V,CCD,SJTS,,
7113,RZ CEP,000-BDC-590,2458827.323744,9.1863,0.0154,False,Johnson V,CCD,SJTS,,
7114,RZ CEP,000-BDC-590,2458827.323837,9.1857,0.0156,False,Johnson V,CCD,SJTS,,
7115,RZ CEP,000-BDC-590,2458827.323929,9.2093,0.0155,False,Johnson V,CCD,SJTS,,
7116,RZ CEP,000-BDC-590,2458827.32401,9.2218,0.0155,False,Johnson V,CCD,SJTS,,
7117,RZ CEP,000-BDC-590,2458827.324103,9.2342,0.0154,False,Johnson V,CCD,SJTS,,
7118,RZ CEP,000-BDC-590,2458827.324196,9.2326,0.0155,False,Johnson V,CCD,SJTS,,
7119,RZ CEP,000-BDC-590,2458827.324277,9.1991,0.0155,False,Johnson V,CCD,SJTS,,
7120,RZ CEP,000-BDC-590,2458827.324369,9.1997,0.0154,False,Johnson V,CCD,SJTS,,
7121,RZ CEP,000-BDC-590,2458827.324462,9.1785,0.0157,False,Johnson V,CCD,SJTS,,
7122,RZ CEP,000-BDC-590,2458827.324543,9.209,0.0155,False,Johnson V,CCD,SJTS,,
7123,RZ CEP,000-BDC-590,2458827.324635,9.2156,0.0156,False,Johnson V,CCD,SJTS,,
7124,RZ CEP,000-BDC-590,2458827.324728,9.2566,0.0154,False,Johnson V,CCD,SJTS,,
7125,RZ CEP,000-BDC-590,2458827.324821,9.2058,0.0154,False,Johnson V,CCD,SJTS,,
7126,RZ CEP,000-BDC-590,2458827.324902,9.231,0.0157,False,Johnson V,CCD,SJTS,,
7127,RZ CEP,000-BDC-590,2458827.324994,9.1731,0.0156,False,Johnson V,CCD,SJTS,,
7128,RZ CEP,000-BDC-590,2458827.325075,9.2122,0.0154,False,Johnson V,CCD,SJTS,,
7129,RZ CEP,000-BDC-590,2458827.325168,9.1264,0.0156,False,Johnson V,CCD,SJTS,,
7130,RZ CEP,000-BDC-590,2458827.32526,9.1986,0.0154,False,Johnson V,CCD,SJTS,,
7131,RZ CEP,000-BDC-590,2458827.325353,9.1979,0.0154,False,Johnson V,CCD,SJTS,,
7132,RZ CEP,000-BDC-590,2458827.325434,9.1781,0.0156,False,Johnson V,CCD,SJTS,,
7133,RZ CEP,000-BDC-590,2458827.325527,9.1643,0.0157,False,Johnson V,CCD,SJTS,,
7134,RZ CEP,000-BDC-590,2458827.325619,9.1841,0.0156,False,Johnson V,CCD,SJTS,,
7135,RZ CEP,000-BDC-590,2458827.3257,9.2004,0.0158,False,Johnson V,CCD,SJTS,,
7136,RZ CEP,000-BDC-590,2458827.325793,9.1942,0.0157,False,Johnson V,CCD,SJTS,,
7137,RZ CEP,000-BDC-590,2458827.325885,9.1673,0.0154,False,Johnson V,CCD,SJTS,,
7138,RZ CEP,000-BDC-590,2458827.325966,9.1474,0.0157,False,Johnson V,CCD,SJTS,,
7139,RZ CEP,000-BDC-590,2458827.326059,9.1941,0.0154,False,Johnson V,CCD,SJTS,,
7140,RZ CEP,000-BDC-590,2458827.326152,9.2309,0.0152,False,Johnson V,CCD,SJTS,,
7141,RZ CEP,000-BDC-590,2458827.326244,9.1941,0.0154,False,Johnson V,CCD,SJTS,,
7142,RZ CEP,000-BDC-590,2458827.326325,9.2081,0.0151,False,Johnson V,CCD,SJTS,,
7143,RZ CEP,000-BDC-590,2458827.326418,9.201,0.0154,False,Johnson V,CCD,SJTS,,
7144,RZ CEP,000-BDC-590,2458827.32651,9.2079,0.0151,False,Johnson V,CCD,SJTS,,
7145,RZ CEP,000-BDC-590,2458827.326591,9.1618,0.0154,False,Johnson V,CCD,SJTS,,
7146,RZ CEP,000-BDC-590,2458827.326684,9.1829,0.0155,False,Johnson V,CCD,SJTS,,
7147,RZ CEP,000-BDC-590,2458827.326777,9.23,0.0153,False,Johnson V,CCD,SJTS,,
7148,RZ CEP,000-BDC-590,2458827.326869,9.1683,0.0155,False,Johnson V,CCD,SJTS,,
7149,RZ CEP,000-BDC-590,2458827.32695,9.136,0.0156,False,Johnson V,CCD,SJTS,,
7150,RZ CEP,000-BDC-590,2458827.327043,9.2369,0.0153,False,Johnson V,CCD,SJTS,,
7151,RZ CEP,000-BDC-590,2458827.327135,9.1974,0.0154,False,Johnson V,CCD,SJTS,,
7152,RZ CEP,000-BDC-590,2458827.327216,9.1749,0.0154,False,Johnson V,CCD,SJTS,,
7153,RZ CEP,000-BDC-590,2458827.327309,9.1744,0.0153,False,Johnson V,CCD,SJTS,,
7154,RZ CEP,000-BDC-590,2458827.327402,9.234,0.0155,False,Johnson V,CCD,SJTS,,
7155,RZ CEP,000-BDC-590,2458827.327494,9.1673,0.0154,False,Johnson V,CCD,SJTS,,
7156,RZ CEP,000-BDC-590,2458827.327575,9.1219,0.0155,False,Johnson V,CCD,SJTS,,
7157,RZ CEP,000-BDC-590,2458827.327668,9.1636,0.0157,False,Johnson V,CCD,SJTS,,
7158,RZ CEP,000-BDC-590,2458827.32776,9.204,0.0153,False,Johnson V,CCD,SJTS,,
7159,RZ CEP,000-BDC-590,2458827.327841,9.1187,0.0154,False,Johnson V,CCD,SJTS,,
7160,RZ CEP,000-BDC-590,2458827.327934,9.1558,0.0159,False,Johnson V,CCD,SJTS,,
7161,RZ CEP,000-BDC-590,2458827.328027,9.156,0.0156,False,Johnson V,CCD,SJTS,,
7162,RZ CEP,000-BDC-590,2458827.328108,9.2017,0.0154,False,Johnson V,CCD,SJTS,,
7163,RZ CEP,000-BDC-590,2458827.3282,9.2096,0.0155,False,Johnson V,CCD,SJTS,,
7164,RZ CEP,000-BDC-590,2458827.328293,9.2042,0.0156,False,Johnson V,CCD,SJTS,,
7165,RZ CEP,000-BDC-590,2458827.328374,9.1859,0.016,False,Johnson V,CCD,SJTS,,
7166,RZ CEP,000-BDC-590,2458827.328466,9.2306,0.0155,False,Johnson V,CCD,SJTS,,
7167,RZ CEP,000-BDC-590,2458827.328559,9.2057,0.0158,False,Johnson V,CCD,SJTS,,
7168,RZ CEP,000-BDC-590,2458827.328652,9.1887,0.0154,False,Johnson V,CCD,SJTS,,
7169,RZ CEP,000-BDC-590,2458827.328733,9.1999,0.0153,False,Johnson V,CCD,SJTS,,
7170,RZ CEP,000-BDC-590,2458827.328825,9.2103,0.0154,False,Johnson V,CCD,SJTS,,
7171,RZ CEP,000-BDC-590,2458827.328918,9.1708,0.0155,False,Johnson V,CCD,SJTS,,
7172,RZ CEP,000-BDC-590,2458827.328999,9.1871,0.0151,False,Johnson V,CCD,SJTS,,
7173,RZ CEP,000-BDC-590,2458827.329091,9.2086,0.0154,False,Johnson V,CCD,SJTS,,
7174,RZ CEP,000-BDC-590,2458827.329184,9.214,0.0152,False,Johnson V,CCD,SJTS,,
7175,RZ CEP,000-BDC-590,2458827.329265,9.1916,0.0156,False,Johnson V,CCD,SJTS,,
7176,RZ CEP,000-BDC-590,2458827.329358,9.191,0.0157,False,Johnson V,CCD,SJTS,,
7177,RZ CEP,000-BDC-590,2458827.32945,9.2095,0.0158,False,Johnson V,CCD,SJTS,,
7178,RZ CEP,000-BDC-590,2458827.329531,9.1745,0.0156,False,Johnson V,CCD,SJTS,,
7179,RZ CEP,000-BDC-590,2458827.329624,9.1751,0.0155,False,Johnson V,CCD,SJTS,,
7180,RZ CEP,000-BDC-590,2458827.329716,9.2135,0.0153,False,Johnson V,CCD,SJTS,,
7181,RZ CEP,000-BDC-590,2458827.329797,9.1647,0.0155,False,Johnson V,CCD,SJTS,,
7182,RZ CEP,000-BDC-590,2458827.32989,9.1945,0.0152,False,Johnson V,CCD,SJTS,,
7183,RZ CEP,000-BDC-590,2458827.329983,9.2331,0.0153,False,Johnson V,CCD,SJTS,,
7184,RZ CEP,000-BDC-590,2458827.330075,9.182,0.0155,False,Johnson V,CCD,SJTS,,
7185,RZ CEP,000-BDC-590,2458827.330168,9.2031,0.0154,False,Johnson V,CCD,SJTS,,
7186,RZ CEP,000-BDC-590,2458827.330249,9.2105,0.0153,False,Johnson V,CCD,SJTS,,
7187,RZ CEP,000-BDC-590,2458827.330341,9.1781,0.0156,False,Johnson V,CCD,SJTS,,
7188,RZ CEP,000-BDC-590,2458827.330434,9.2053,0.0151,False,Johnson V,CCD,SJTS,,
7189,RZ CEP,000-BDC-590,2458827.330515,9.2331,0.0152,False,Johnson V,CCD,SJTS,,
7190,RZ CEP,000-BDC-590,2458827.330608,9.2146,0.0154,False,Johnson V,CCD,SJTS,,
7191,RZ CEP,000-BDC-590,2458827.3307,9.2454,0.0154,False,Johnson V,CCD,SJTS,,
7192,RZ CEP,000-BDC-590,2458827.330793,9.2046,0.0155,False,Johnson V,CCD,SJTS,,
7193,RZ CEP,000-BDC-590,2458827.330874,9.1852,0.0153,False,Johnson V,CCD,SJTS,,
7194,RZ CEP,000-BDC-590,2458827.330966,9.1525,0.0156,False,Johnson V,CCD,SJTS,,
7195,RZ CEP,000-BDC-590,2458827.331059,9.1955,0.0151,False,Johnson V,CCD,SJTS,,
7196,RZ CEP,000-BDC-590,2458827.33114,9.1839,0.0155,False,Johnson V,CCD,SJTS,,
7197,RZ CEP,000-BDC-590,2458827.331233,9.2034,0.0156,False,Johnson V,CCD,SJTS,,
7198,RZ CEP,000-BDC-590,2458827.331325,9.1893,0.0157,False,Johnson V,CCD,SJTS,,
7199,RZ CEP,000-BDC-590,2458827.331406,9.1693,0.0153,False,Johnson V,CCD,SJTS,,
7200,RZ CEP,000-BDC-590,2458827.331499,9.2138,0.0157,False,Johnson V,CCD,SJTS,,
7201,RZ CEP,000-BDC-590,2458827.331591,9.2056,0.0155,False,Johnson V,CCD,SJTS,,
7202,RZ CEP,000-BDC-590,2458827.331684,9.1853,0.0155,False,Johnson V,CCD,SJTS,,
7203,RZ CEP,000-BDC-590,2458827.331765,9.1944,0.0155,False,Johnson V,CCD,SJTS,,
7204,RZ CEP,000-BDC-590,2458827.331858,9.2358,0.0156,False,Johnson V,CCD,SJTS,,
7205,RZ CEP,000-BDC-590,2458827.33195,9.2396,0.0151,False,Johnson V,CCD,SJTS,,
7206,RZ CEP,000-BDC-590,2458827.332031,9.1859,0.0157,False,Johnson V,CCD,SJTS,,
7207,RZ CEP,000-BDC-590,2458827.332124,9.2225,0.0156,False,Johnson V,CCD,SJTS,,
7208,RZ CEP,000-BDC-590,2458827.332216,9.1767,0.0155,False,Johnson V,CCD,SJTS,,
7209,RZ CEP,000-BDC-590,2458827.332297,9.1742,0.0155,False,Johnson V,CCD,SJTS,,
7210,RZ CEP,000-BDC-590,2458827.33239,9.1897,0.0154,False,Johnson V,CCD,SJTS,,
7211,RZ CEP,000-BDC-590,2458827.332483,9.2207,0.0152,False,Johnson V,CCD,SJTS,,
7212,RZ CEP,000-BDC-590,2458827.332575,9.1982,0.0157,False,Johnson V,CCD,SJTS,,
7213,RZ CEP,000-BDC-590,2458827.332656,9.2292,0.0153,False,Johnson V,CCD,SJTS,,
7214,RZ CEP,000-BDC-590,2458827.332749,9.2022,0.0155,False,Johnson V,CCD,SJTS,,
7215,RZ CEP,000-BDC-590,2458827.332841,9.2266,0.0155,False,Johnson V,CCD,SJTS,,
7216,RZ CEP,000-BDC-590,2458827.332922,9.1967,0.0157,False,Johnson V,CCD,SJTS,,
7217,RZ CEP,000-BDC-590,2458827.333108,9.1767,0.0157,False,Johnson V,CCD,SJTS,,
7218,RZ CEP,000-BDC-590,2458827.333189,9.2423,0.0155,False,Johnson V,CCD,SJTS,,
7219,RZ CEP,000-BDC-590,2458827.333281,9.1808,0.0155,False,Johnson V,CCD,SJTS,,
7220,RZ CEP,000-BDC-590,2458827.333374,9.2265,0.0156,False,Johnson V,CCD,SJTS,,
7221,RZ CEP,000-BDC-590,2458827.333466,9.1653,0.0154,False,Johnson V,CCD,SJTS,,
7222,RZ CEP,000-BDC-590,2458827.333547,9.1699,0.0155,False,Johnson V,CCD,SJTS,,
7223,RZ CEP,000-BDC-590,2458827.33364,9.163,0.0157,False,Johnson V,CCD,SJTS,,
7224,RZ CEP,000-BDC-590,2458827.333733,9.1809,0.0155,False,Johnson V,CCD,SJTS,,
7225,RZ CEP,000-BDC-590,2458827.333814,9.1674,0.0156,False,Johnson V,CCD,SJTS,,
7226,RZ CEP,000-BDC-590,2458827.333906,9.2148,0.0153,False,Johnson V,CCD,SJTS,,
7227,RZ CEP,000-BDC-590,2458827.333999,9.1805,0.0155,False,Johnson V,CCD,SJTS,,
7228,RZ CEP,000-BDC-590,2458827.334091,9.1882,0.0155,False,Johnson V,CCD,SJTS,,
7229,RZ CEP,000-BDC-590,2458827.334172,9.1588,0.0157,False,Johnson V,CCD,SJTS,,
7230,RZ CEP,000-BDC-590,2458827.334265,9.2106,0.0154,False,Johnson V,CCD,SJTS,,
7231,RZ CEP,000-BDC-590,2458827.334358,9.1829,0.0154,False,Johnson V,CCD,SJTS,,
7232,RZ CEP,000-BDC-590,2458827.334439,9.1805,0.0156,False,Johnson V,CCD,SJTS,,
7233,RZ CEP,000-BDC-590,2458827.334531,9.2012,0.0156,False,Johnson V,CCD,SJTS,,
