#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
5730,RZ CEP,000-BDC-590,2458827.199184,9.6775,0.02,False,Johnson V,CCD,SJTS,,
5731,RZ CEP,000-BDC-590,2458827.199277,9.7408,0.0197,False,Johnson V,CCD,SJTS,,
5732,RZ CEP,000-BDC-590,2458827.199369,9.6776,0.019,False,Johnson V,CCD,SJTS,,
5733,RZ CEP,000-BDC-590,2458827.19945,9.704,0.0215,False,Johnson V,CCD,SJTS,,
5734,RZ CEP,000-BDC-590,2458827.199543,9.6822,0.0192,False,Johnson V,CCD,SJTS,,
5735,RZ CEP,000-BDC-590,2458827.199635,9.7254,0.0193,False,Johnson V,CCD,SJTS,,
5736,RZ CEP,000-BDC-590,2458827.199728,9.6552,0.0194,False,Johnson V,CCD,SJTS,,
5737,RZ CEP,000-BDC-590,2458827.199809,9.6856,0.0191,False,Johnson V,CCD,SJTS,,
5738,RZ CEP,000-BDC-590,2458827.199902,9.731,0.0209,False,Johnson V,CCD,SJTS,,
5739,RZ CEP,000-BDC-590,2458827.199994,9.6929,0.0219,False,Johnson V,CCD,SJTS,,
5740,RZ CEP,000-BDC-590,2458827.200087,9.6604,0.0192,False,Johnson V,CCD,SJTS,,
5741,RZ CEP,000-BDC-590,2458827.200168,9.6928,0.0191,False,Johnson V,CCD,SJTS,,
5742,RZ CEP,000-BDC-590,2458827.20026,9.6931,0.0187,False,Johnson V,CCD,SJTS,,
5743,RZ CEP,000-BDC-590,2458827.200353,9.6675,0.0193,False,Johnson V,CCD,SJTS,,
5744,RZ CEP,000-BDC-590,2458827.200434,9.6936,0.0185,False,Johnson V,CCD,SJTS,,
5745,RZ CEP,000-BDC-590,2458827.200527,9.6679,0.0189,False,Johnson V,CCD,SJTS,,
5746,RZ CEP,000-BDC-590,2458827.200619,9.6646,0.0187,False,Johnson V,CCD,SJTS,,
5747,RZ CEP,000-BDC-590,2458827.200712,9.6587,0.0192,False,Johnson V,CCD,SJTS,,
5748,RZ CEP,000-BDC-590,2458827.200793,9.7086,0.0189,False,Johnson V,CCD,SJTS,,
5749,RZ CEP,000-BDC-590,2458827.200885,9.6624,0.0192,False,Johnson V,CCD,SJTS,,
5750,RZ CEP,000-BDC-590,2458827.200978,9.6761,0.0187,False,Johnson V,CCD,SJTS,,
5751,RZ CEP,000-BDC-590,2458827.201059,9.6901,0.0188,False,Johnson V,CCD,SJTS,,
5752,RZ CEP,000-BDC-590,2458827.201152,9.6792,0.019,False,Johnson V,CCD,SJTS,,
5753,RZ CEP,000-BDC-590,2458827.201244,9.7106,0.0187,False,Johnson V,CCD,SJTS,,
5754,RZ CEP,000-BDC-590,2458827.201337,9.6637,0.0189,False,Johnson V,CCD,SJTS,,
5755,RZ CEP,000-BDC-590,2458827.201429,9.7222,0.0189,False,Johnson V,CCD,SJTS,,
5756,RZ CEP,000-BDC-590,2458827.20151,9.738,0.0183,False,Johnson V,CCD,SJTS,,
5757,RZ CEP,000-BDC-590,2458827.201603,9.6306,0.0188,False,Johnson V,CCD,SJTS,,
5758,RZ CEP,000-BDC-590,2458827.201696,9.6735,0.0189,False,Johnson V,CCD,SJTS,,
5759,RZ CEP,000-BDC-590,2458827.201788,9.6292,0.0185,False,Johnson V,CCD,SJTS,,
5760,RZ CEP,000-BDC-590,2458827.201869,9.6877,0.0187,False,Johnson V,CCD,SJTS,,
5761,RZ CEP,000-BDC-590,2458827.201962,9.6622,0.0185,False,Johnson V,CCD,SJTS,,
5762,RZ CEP,000-BDC-590,2458827.202054,9.7188,0.0178,False,Johnson V,CCD,SJTS,,
5763,RZ CEP,000-BDC-590,2458827.202147,9.6767,0.0181,False,Johnson V,CCD,SJTS,,
5764,RZ CEP,000-BDC-590,2458827.202228,9.6953,0.018,False,Johnson V,CCD,SJTS,,
5765,RZ CEP,000-BDC-590,2458827.202321,9.6554,0.018,False,Johnson V,CCD,SJTS,,
5766,RZ CEP,000-BDC-590,2458827.202413,9.6284,0.0177,False,Johnson V,CCD,SJTS,,
5767,RZ CEP,000-BDC-590,2458827.202506,9.6972,0.0183,False,Johnson V,CCD,SJTS,,
5768,RZ CEP,000-BDC-590,2458827.202598,9.6706,0.0183,False,Johnson V,CCD,SJTS,,
5769,RZ CEP,000-BDC-590,2458827.202679,9.6924,0.0178,False,Johnson V,CCD,SJTS,,
5770,RZ CEP,000-BDC-590,2458827.202772,9.7017,0.0176,False,Johnson V,CCD,SJTS,,
5771,RZ CEP,000-BDC-590,2458827.202865,9.6967,0.0182,False,Johnson V,CCD,SJTS,,
5772,RZ CEP,000-BDC-590,2458827.202946,9.6705,0.0176,False,Johnson V,CCD,SJTS,,
5773,RZ CEP,000-BDC-590,2458827.203038,9.6796,0.0178,False,Johnson V,CCD,SJTS,,
5774,RZ CEP,000-BDC-590,2458827.203131,9.6866,0.0181,False,Johnson V,CCD,SJTS,,
5775,RZ CEP,000-BDC-590,2458827.203223,9.6833,0.0177,False,Johnson V,CCD,SJTS,,
5776,RZ CEP,000-BDC-590,2458827.203304,9.6665,0.0175,False,Johnson V,CCD,SJTS,,
5777,RZ CEP,000-BDC-590,2458827.203397,9.6317,0.0182,False,Johnson V,CCD,SJTS,,
5778,RZ CEP,000-BDC-590,2458827.20349,9.6764,0.0175,False,Johnson V,CCD,SJTS,,
5779,RZ CEP,000-BDC-590,2458827.203582,9.6782,0.0179,False,Johnson V,CCD,SJTS,,
5780,RZ CEP,000-BDC-590,2458827.203663,9.674,0.0172,False,Johnson V,CCD,SJTS,,
5781,RZ CEP,000-BDC-590,2458827.203756,9.6393,0.0178,False,Johnson V,CCD,SJTS,,
5782,RZ CEP,000-BDC-590,2458827.203848,9.651,0.0177,False,Johnson V,CCD,SJTS,,
5783,RZ CEP,000-BDC-590,2458827.203941,9.695,0.0174,False,Johnson V,CCD,SJTS,,
5784,RZ CEP,000-BDC-590,2458827.204207,9.6961,0.0179,False,Johnson V,CCD,SJTS,,
5785,RZ CEP,000-BDC-590,2458827.2043,9.7451,0.0172,False,Johnson V,CCD,SJTS,,
5786,RZ CEP,000-BDC-590,2458827.204392,9.7106,0.0172,False,Johnson V,CCD,SJTS,,
5787,RZ CEP,000-BDC-590,2458827.204485,9.6984,0.0174,False,Johnson V,CCD,SJTS,,
5788,RZ CEP,000-BDC-590,2458827.204578,9.7087,0.0173,False,Johnson V,CCD,SJTS,,
5789,RZ CEP,000-BDC-590,2458827.204659,9.7387,0.0176,False,Johnson V,CCD,SJTS,,
5790,RZ CEP,000-BDC-590,2458827.204751,9.6813,0.0175,False,Johnson V,CCD,SJTS,,
5791,RZ CEP,000-BDC-590,2458827.204844,9.7264,0.0169,False,Johnson V,CCD,SJTS,,
5792,RZ CEP,000-BDC-590,2458827.204936,9.7266,0.017,False,Johnson V,CCD,SJTS,,
5793,RZ CEP,000-BDC-590,2458827.205029,9.6951,0.0171,False,Johnson V,CCD,SJTS,,
5794,RZ CEP,000-BDC-590,2458827.205122,9.7193,0.017,False,Johnson V,CCD,SJTS,,
5795,RZ CEP,000-BDC-590,2458827.205203,9.7087,0.0175,False,Johnson V,CCD,SJTS,,
5796,RZ CEP,000-BDC-590,2458827.205295,9.6884,0.0172,False,Johnson V,CCD,SJTS,,
5797,RZ CEP,000-BDC-590,2458827.205388,9.6904,0.0169,False,Johnson V,CCD,SJTS,,
5798,RZ CEP,000-BDC-590,2458827.20548,9.7574,0.017,False,Johnson V,CCD,SJTS,,
5799,RZ CEP,000-BDC-590,2458827.205561,9.6576,0.017,False,Johnson V,CCD,SJTS,,
5800,RZ CEP,000-BDC-590,2458827.205654,9.7146,0.0173,False,Johnson V,CCD,SJTS,,
5801,RZ CEP,000-BDC-590,2458827.205747,9.6818,0.0171,False,Johnson V,CCD,SJTS,,
5802,RZ CEP,000-BDC-590,2458827.205839,9.6941,0.0176,False,Johnson V,CCD,SJTS,,
5803,RZ CEP,000-BDC-590,2458827.205932,9.7174,0.0167,False,Johnson V,CCD,SJTS,,
5804,RZ CEP,000-BDC-590,2458827.206013,9.6865,0.0172,False,Johnson V,CCD,SJTS,,
5805,RZ CEP,000-BDC-590,2458827.206105,9.7284,0.0169,False,Johnson V,CCD,SJTS,,
5806,RZ CEP,000-BDC-590,2458827.206198,9.7154,0.0173,False,Johnson V,CCD,SJTS,,
5807,RZ CEP,000-BDC-590,2458827.206291,9.7428,0.0172,False,Johnson V,CCD,SJTS,,
5808,RZ CEP,000-BDC-590,2458827.206383,9.7084,0.0171,False,Johnson V,CCD,SJTS,,
5809,RZ CEP,000-BDC-590,2458827.206464,9.6897,0.0172,False,Johnson V,CCD,SJTS,,
5810,RZ CEP,000-BDC-590,2458827.206557,9.6691,0.0174,False,Johnson V,CCD,SJTS,,
5811,RZ CEP,000-BDC-590,2458827.206649,9.7225,0.0168,False,Johnson V,CCD,SJTS,,
5812,RZ CEP,000-BDC-590,2458827.206742,9.7034,0.0171,False,Johnson V,CCD,SJTS,,
5813,RZ CEP,000-BDC-590,2458827.206834,9.708,0.0174,False,Johnson V,CCD,SJTS,,
5814,RZ CEP,000-BDC-590,2458827.206916,9.7153,0.0173,False,Johnson V,CCD,SJTS,,
5815,RZ CEP,000-BDC-590,2458827.207008,9.6967,0.0171,False,Johnson V,CCD,SJTS,,
5816,RZ CEP,000-BDC-590,2458827.207101,9.7234,0.0173,False,Johnson V,CCD,SJTS,,
5817,RZ CEP,000-BDC-590,2458827.207193,9.7024,0.0172,False,Johnson V,CCD,SJTS,,
5818,RZ CEP,000-BDC-590,2458827.207286,9.7309,0.0166,False,Johnson V,CCD,SJTS,,
5819,RZ CEP,000-BDC-590,2458827.207367,9.73,0.0171,False,Johnson V,CCD,SJTS,,
5820,RZ CEP,000-BDC-590,2458827.207459,9.7069,0.017,False,Johnson V,CCD,SJTS,,
5821,RZ CEP,000-BDC-590,2458827.207552,9.7208,0.0167,False,Johnson V,CCD,SJTS,,
5822,RZ CEP,000-BDC-590,2458827.207645,9.6941,0.0172,False,Johnson V,CCD,SJTS,,
5823,RZ CEP,000-BDC-590,2458827.207726,9.6868,0.0172,False,Johnson V,CCD,SJTS,,
5824,RZ CEP,000-BDC-590,2458827.207818,9.7429,0.0169,False,Johnson V,CCD,SJTS,,
5825,RZ CEP,000-BDC-590,2458827.207911,9.7154,0.0172,False,Johnson V,CCD,SJTS,,
5826,RZ CEP,000-BDC-590,2458827.208003,9.7182,0.0172,False,Johnson V,CCD,SJTS,,
5827,RZ CEP,000-BDC-590,2458827.208096,9.7002,0.0166,False,Johnson V,CCD,SJTS,,
5828,RZ CEP,000-BDC-590,2458827.208189,9.7338,0.0166,False,Johnson V,CCD,SJTS,,
5829,RZ CEP,000-BDC-590,2458827.20827,9.716,0.0168,False,Johnson V,CCD,SJTS,,
5830,RZ CEP,000-BDC-590,2458827.208362,9.6974,0.0167,False,Johnson V,CCD,SJTS,,
5831,RZ CEP,000-BDC-590,2458827.208455,9.707,0.017,False,Johnson V,CCD,SJTS,,
5832,RZ CEP,000-BDC-590,2458827.208547,9.7031,0.0167,False,Johnson V,CCD,SJTS,,
5833,RZ CEP,000-BDC-590,2458827.208628,9.7245,0.0167,False,Johnson V,CCD,SJTS,,
5834,RZ CEP,000-BDC-590,2458827.208721,9.712,0.0171,False,Johnson V,CCD,SJTS,,
5835,RZ CEP,000-BDC-590,2458827.208814,9.6946,0.0169,False,Johnson V,CCD,SJTS,,
5836,RZ CEP,000-BDC-590,2458827.208895,9.7077,0.0168,False,Johnson V,CCD,SJTS,,
5837,RZ CEP,000-BDC-590,2458827.208987,9.7183,0.0168,False,Johnson V,CCD,SJTS,,
5838,RZ CEP,000-BDC-590,2458827.20908,9.7329,0.0167,False,Johnson V,CCD,SJTS,,
5839,RZ CEP,000-BDC-590,2458827.209161,9.6635,0.0173,False,Johnson V,CCD,SJTS,,
5840,RZ CEP,000-BDC-590,2458827.209253,9.6772,0.0166,False,Johnson V,CCD,SJTS,,
5841,RZ CEP,000-BDC-590,2458827.209346,9.7221,0.0169,False,Johnson V,CCD,SJTS,,
5842,RZ CEP,000-BDC-590,2458827.209439,9.7157,0.0169,False,Johnson V,CCD,SJTS,,
5843,RZ CEP,000-BDC-590,2458827.209531,9.6944,0.0168,False,Johnson V,CCD,SJTS,,
5844,RZ CEP,000-BDC-590,2458827.209612,9.6855,0.0171,False,Johnson V,CCD,SJTS,,
5845,RZ CEP,000-BDC-590,2458827.209705,9.7093,0.0169,False,Johnson V,CCD,SJTS,,
5846,RZ CEP,000-BDC-590,2458827.209797,9.6995,0.0166,False,Johnson V,CCD,SJTS,,
5847,RZ CEP,000-BDC-590,2458827.209878,9.7402,0.0168,False,Johnson V,CCD,SJTS,,
5848,RZ CEP,000-BDC-590,2458827.209971,9.7159,0.0169,False,Johnson V,CCD,SJTS,,
5849,RZ CEP,000-BDC-590,2458827.210064,9.7112,0.0166,False,Johnson V,CCD,SJTS,,
5850,RZ CEP,000-BDC-590,2458827.210145,9.7074,0.0174,False,Johnson V,CCD,SJTS,,
5851,RZ CEP,000-BDC-590,2458827.210237,9.7185,0.0164,False,Johnson V,CCD,SJTS,,
5852,RZ CEP,000-BDC-590,2458827.21033,9.7216,0.0168,False,Johnson V,CCD,SJTS,,
5853,RZ CEP,000-BDC-590,2458827.210422,9.6812,0.0169,False,Johnson V,CCD,SJTS,,
5854,RZ CEP,000-BDC-590,2458827.210503,9.734,0.0166,False,Johnson V,CCD,SJTS,,
5855,RZ CEP,000-BDC-590,2458827.210596,9.7068,0.0169,False,Johnson V,CCD,SJTS,,
5856,RZ CEP,000-BDC-590,2458827.210689,9.7278,0.0164,False,Johnson V,CCD,SJTS,,
5857,RZ CEP,000-BDC-590,2458827.21077,9.7312,0.0168,False,Johnson V,CCD,SJTS,,
5858,RZ CEP,000-BDC-590,2458827.210862,9.722,0.017,False,Johnson V,CCD,SJTS,,
5859,RZ CEP,000-BDC-590,2458827.210955,9.7344,0.0168,False,Johnson V,CCD,SJTS,,
5860,RZ CEP,000-BDC-590,2458827.211047,9.7502,0.0165,False,Johnson V,CCD,SJTS,,
5861,RZ CEP,000-BDC-590,2458827.211128,9.7175,0.0171,False,Johnson V,CCD,SJTS,,
5862,RZ CEP,000-BDC-590,2458827.211221,9.7154,0.0165,False,Johnson V,CCD,SJTS,,
5863,RZ CEP,000-BDC-590,2458827.211314,9.7263,0.0167,False,Johnson V,CCD,SJTS,,
5864,RZ CEP,000-BDC-590,2458827.211395,9.7065,0.0169,False,Johnson V,CCD,SJTS,,
5865,RZ CEP,000-BDC-590,2458827.211487,9.739,0.0166,False,Johnson V,CCD,SJTS,,
5866,RZ CEP,000-BDC-590,2458827.21158,9.7591,0.0168,False,Johnson V,CCD,SJTS,,
5867,RZ CEP,000-BDC-590,2458827.211672,9.7079,0.017,False,Johnson V,CCD,SJTS,,
5868,RZ CEP,000-BDC-590,2458827.211753,9.7581,0.0167,False,Johnson V,CCD,SJTS,,
5869,RZ CEP,000-BDC-590,2458827.211846,9.6984,0.0165,False,Johnson V,CCD,SJTS,,
5870,RZ CEP,000-BDC-590,2458827.211939,9.7185,0.0165,False,Johnson V,CCD,SJTS,,
5871,RZ CEP,000-BDC-590,2458827.212031,9.6881,0.0165,False,Johnson V,CCD,SJTS,,
5872,RZ CEP,000-BDC-590,2458827.212112,9.7104,0.0164,False,Johnson V,CCD,SJTS,,
5873,RZ CEP,000-BDC-590,2458827.212205,9.6921,0.0168,False,Johnson V,CCD,SJTS,,
5874,RZ CEP,000-BDC-590,2458827.212297,9.7544,0.0165,False,Johnson V,CCD,SJTS,,
5875,RZ CEP,000-BDC-590,2458827.212378,9.7334,0.0164,False,Johnson V,CCD,SJTS,,
5876,RZ CEP,000-BDC-590,2458827.212471,9.7415,0.0166,False,Johnson V,CCD,SJTS,,
5877,RZ CEP,000-BDC-590,2458827.212564,9.7433,0.0161,False,Johnson V,CCD,SJTS,,
5878,RZ CEP,000-BDC-590,2458827.212656,9.7332,0.0166,False,Johnson V,CCD,SJTS,,
5879,RZ CEP,000-BDC-590,2458827.212737,9.7324,0.0162,False,Johnson V,CCD,SJTS,,
5880,RZ CEP,000-BDC-590,2458827.21283,9.727,0.0164,False,Johnson V,CCD,SJTS,,
5881,RZ CEP,000-BDC-590,2458827.212934,9.7372,0.0163,False,Johnson V,CCD,SJTS,,
5882,RZ CEP,000-BDC-590,2458827.213015,9.7655,0.0165,False,Johnson V,CCD,SJTS,,
5883,RZ CEP,000-BDC-590,2458827.213108,9.7359,0.0162,False,Johnson V,CCD,SJTS,,
5884,RZ CEP,000-BDC-590,2458827.2132,9.7147,0.0163,False,Johnson V,CCD,SJTS,,
5885,RZ CEP,000-BDC-590,2458827.213281,9.7135,0.0164,False,Johnson V,CCD,SJTS,,
5886,RZ CEP,000-BDC-590,2458827.213374,9.7326,0.0161,False,Johnson V,CCD,SJTS,,
5887,RZ CEP,000-BDC-590,2458827.213466,9.7266,0.0163,False,Johnson V,CCD,SJTS,,
5888,RZ CEP,000-BDC-590,2458827.213559,9.7357,0.0166,False,Johnson V,CCD,SJTS,,
5889,RZ CEP,000-BDC-590,2458827.213652,9.7249,0.0163,False,Johnson V,CCD,SJTS,,
5890,RZ CEP,000-BDC-590,2458827.213733,9.7201,0.0163,False,Johnson V,CCD,SJTS,,
5891,RZ CEP,000-BDC-590,2458827.213825,9.7372,0.0164,False,Johnson V,CCD,SJTS,,
5892,RZ CEP,000-BDC-590,2458827.213918,9.6975,0.0166,False,Johnson V,CCD,SJTS,,
5893,RZ CEP,000-BDC-590,2458827.213999,9.7472,0.0168,False,Johnson V,CCD,SJTS,,
5894,RZ CEP,000-BDC-590,2458827.214091,9.7308,0.0165,False,Johnson V,CCD,SJTS,,
5895,RZ CEP,000-BDC-590,2458827.214184,9.6883,0.0168,False,Johnson V,CCD,SJTS,,
5896,RZ CEP,000-BDC-590,2458827.214277,9.7334,0.0164,False,Johnson V,CCD,SJTS,,
5897,RZ CEP,000-BDC-590,2458827.214358,9.7982,0.0164,False,Johnson V,CCD,SJTS,,
5898,RZ CEP,000-BDC-590,2458827.21445,9.7365,0.0165,False,Johnson V,CCD,SJTS,,
5899,RZ CEP,000-BDC-590,2458827.214543,9.7408,0.0164,False,Johnson V,CCD,SJTS,,
5900,RZ CEP,000-BDC-590,2458827.214624,9.7291,0.0171,False,Johnson V,CCD,SJTS,,
5901,RZ CEP,000-BDC-590,2458827.214716,9.7256,0.0169,False,Johnson V,CCD,SJTS,,
5902,RZ CEP,000-BDC-590,2458827.214809,9.758,0.0167,False,Johnson V,CCD,SJTS,,
5903,RZ CEP,000-BDC-590,2458827.21489,9.7519,0.0166,False,Johnson V,CCD,SJTS,,
5904,RZ CEP,000-BDC-590,2458827.214983,9.7425,0.0169,False,Johnson V,CCD,SJTS,,
5905,RZ CEP,000-BDC-590,2458827.215075,9.7247,0.0163,False,Johnson V,CCD,SJTS,,
5906,RZ CEP,000-BDC-590,2458827.215156,9.7222,0.0191,False,Johnson V,CCD,SJTS,,
5907,RZ CEP,000-BDC-590,2458827.215249,9.7523,0.0164,False,Johnson V,CCD,SJTS,,
5908,RZ CEP,000-BDC-590,2458827.215341,9.7495,0.0165,False,Johnson V,CCD,SJTS,,
5909,RZ CEP,000-BDC-590,2458827.215434,9.7016,0.0165,False,Johnson V,CCD,SJTS,,
5910,RZ CEP,000-BDC-590,2458827.215515,9.7084,0.0165,False,Johnson V,CCD,SJTS,,
5911,RZ CEP,000-BDC-590,2458827.215608,9.7339,0.0165,False,Johnson V,CCD,SJTS,,
5912,RZ CEP,000-BDC-590,2458827.2157,9.7427,0.0169,False,Johnson V,CCD,SJTS,,
5913,RZ CEP,000-BDC-590,2458827.215793,9.7467,0.0166,False,Johnson V,CCD,SJTS,,
5914,RZ CEP,000-BDC-590,2458827.215874,9.772,0.0163,False,Johnson V,CCD,SJTS,,
5915,RZ CEP,000-BDC-590,2458827.215966,9.6973,0.0169,False,Johnson V,CCD,SJTS,,
5916,RZ CEP,000-BDC-590,2458827.216059,9.7678,0.0166,False,Johnson V,CCD,SJTS,,
5917,RZ CEP,000-BDC-590,2458827.21614,9.7161,0.0166,False,Johnson V,CCD,SJTS,,
5918,RZ CEP,000-BDC-590,2458827.216233,9.7294,0.0165,False,Johnson V,CCD,SJTS,,
5919,RZ CEP,000-BDC-590,2458827.216325,9.7041,0.0169,False,Johnson V,CCD,SJTS,,
5920,RZ CEP,000-BDC-590,2458827.216418,9.7276,0.0165,False,Johnson V,CCD,SJTS,,
5921,RZ CEP,000-BDC-590,2458827.216499,9.7313,0.0168,False,Johnson V,CCD,SJTS,,
5922,RZ CEP,000-BDC-590,2458827.216591,9.7632,0.0164,False,Johnson V,CCD,SJTS,,
5923,RZ CEP,000-BDC-590,2458827.216684,9.6961,0.0163,False,Johnson V,CCD,SJTS,,
5924,RZ CEP,000-BDC-590,2458827.216765,9.709,0.0166,False,Johnson V,CCD,SJTS,,
5925,RZ CEP,000-BDC-590,2458827.216858,9.7455,0.0165,False,Johnson V,CCD,SJTS,,
5926,RZ CEP,000-BDC-590,2458827.21695,9.6838,0.0164,False,Johnson V,CCD,SJTS,,
5927,RZ CEP,000-BDC-590,2458827.217031,9.7365,0.0164,False,Johnson V,CCD,SJTS,,
5928,RZ CEP,000-BDC-590,2458827.217124,9.7451,0.0164,False,Johnson V,CCD,SJTS,,
5929,RZ CEP,000-BDC-590,2458827.217216,9.7306,0.0166,False,Johnson V,CCD,SJTS,,
5930,RZ CEP,000-BDC-590,2458827.217309,9.7368,0.0163,False,Johnson V,CCD,SJTS,,
5931,RZ CEP,000-BDC-590,2458827.21739,9.7295,0.0167,False,Johnson V,CCD,SJTS,,
5932,RZ CEP,000-BDC-590,2458827.217483,9.717,0.0164,False,Johnson V,CCD,SJTS,,
5933,RZ CEP,000-BDC-590,2458827.217575,9.6927,0.0165,False,Johnson V,CCD,SJTS,,
5934,RZ CEP,000-BDC-590,2458827.217656,9.7178,0.0164,False,Johnson V,CCD,SJTS,,
5935,RZ CEP,000-BDC-590,2458827.217749,9.7341,0.0166,False,Johnson V,CCD,SJTS,,
5936,RZ CEP,000-BDC-590,2458827.217841,9.7234,0.0165,False,Johnson V,CCD,SJTS,,
5937,RZ CEP,000-BDC-590,2458827.217922,9.7125,0.0174,False,Johnson V,CCD,SJTS,,
5938,RZ CEP,000-BDC-590,2458827.218015,9.7277,0.0167,False,Johnson V,CCD,SJTS,,
5939,RZ CEP,000-BDC-590,2458827.218108,9.725,0.0166,False,Johnson V,CCD,SJTS,,
5940,RZ CEP,000-BDC-590,2458827.218189,9.7285,0.0163,False,Johnson V,CCD,SJTS,,
5941,RZ CEP,000-BDC-590,2458827.218281,9.7377,0.0167,False,Johnson V,CCD,SJTS,,
5942,RZ CEP,000-BDC-590,2458827.218374,9.736,0.0162,False,Johnson V,CCD,SJTS,,
5943,RZ CEP,000-BDC-590,2458827.218466,9.7262,0.0164,False,Johnson V,CCD,SJTS,,
5944,RZ CEP,000-BDC-590,2458827.218547,9.7113,0.0169,False,Johnson V,CCD,SJTS,,
5945,RZ CEP,000-BDC-590,2458827.21864,9.745,0.0164,False,Johnson V,CCD,SJTS,,
5946,RZ CEP,000-BDC-590,2458827.218733,9.7165,0.0168,False,Johnson V,CCD,SJTS,,
5947,RZ CEP,000-BDC-590,2458827.218814,9.728,0.0167,False,Johnson V,CCD,SJTS,,
5948,RZ CEP,000-BDC-590,2458827.218906,9.7353,0.0169,False,Johnson V,CCD,SJTS,,
5949,RZ CEP,000-BDC-590,2458827.218999,9.7352,0.017,False,Johnson V,CCD,SJTS,,
5950,RZ CEP,000-BDC-590,2458827.21908,9.755,0.0167,False,Johnson V,CCD,SJTS,,
5951,RZ CEP,000-BDC-590,2458827.219172,9.7087,0.0168,False,Johnson V,CCD,SJTS,,
5952,RZ CEP,000-BDC-590,2458827.219265,9.7181,0.0166,False,Johnson V,CCD,SJTS,,
5953,RZ CEP,000-BDC-590,2458827.219346,9.7434,0.0165,False,Johnson V,CCD,SJTS,,
5954,RZ CEP,000-BDC-590,2458827.219439,9.7386,0.0165,False,Johnson V,CCD,SJTS,,
5955,RZ CEP,000-BDC-590,2458827.219531,9.7265,0.0167,False,Johnson V,CCD,SJTS,,
5956,RZ CEP,000-BDC-590,2458827.219624,9.709,0.0168,False,Johnson V,CCD,SJTS,,
5957,RZ CEP,000-BDC-590,2458827.219705,9.6924,0.017,False,Johnson V,CCD,SJTS,,
5958,RZ CEP,000-BDC-590,2458827.219797,9.7484,0.0167,False,Johnson V,CCD,SJTS,,
5959,RZ CEP,000-BDC-590,2458827.21989,9.758,0.0171,False,Johnson V,CCD,SJTS,,
5960,RZ CEP,000-BDC-590,2458827.219971,9.7096,0.0172,False,Johnson V,CCD,SJTS,,
5961,RZ CEP,000-BDC-590,2458827.220064,9.7497,0.0167,False,Johnson V,CCD,SJTS,,
5962,RZ CEP,000-BDC-590,2458827.220156,9.7388,0.0169,False,Johnson V,CCD,SJTS,,
5963,RZ CEP,000-BDC-590,2458827.220249,9.7379,0.0165,False,Johnson V,CCD,SJTS,,
5964,RZ CEP,000-BDC-590,2458827.22033,9.7181,0.0166,False,Johnson V,CCD,SJTS,,
5965,RZ CEP,000-BDC-590,2458827.220422,9.7391,0.017,False,Johnson V,CCD,SJTS,,
5966,RZ CEP,000-BDC-590,2458827.220515,9.7478,0.0163,False,Johnson V,CCD,SJTS,,
5967,RZ CEP,000-BDC-590,2458827.220608,9.7296,0.0165,False,Johnson V,CCD,SJTS,,
5968,RZ CEP,000-BDC-590,2458827.220689,9.7192,0.0168,False,Johnson V,CCD,SJTS,,
5969,RZ CEP,000-BDC-590,2458827.220781,9.724,0.0166,False,Johnson V,CCD,SJTS,,
5970,RZ CEP,000-BDC-590,2458827.220874,9.7255,0.0162,False,Johnson V,CCD,SJTS,,
5971,RZ CEP,000-BDC-590,2458827.220955,9.7196,0.0167,False,Johnson V,CCD,SJTS,,
5972,RZ CEP,000-BDC-590,2458827.221047,9.7536,0.0163,False,Johnson V,CCD,SJTS,,
5973,RZ CEP,000-BDC-590,2458827.22114,9.7462,0.0166,False,Johnson V,CCD,SJTS,,
5974,RZ CEP,000-BDC-590,2458827.221233,9.7512,0.0164,False,Johnson V,CCD,SJTS,,
5975,RZ CEP,000-BDC-590,2458827.221314,9.7458,0.0165,False,Johnson V,CCD,SJTS,,
5976,RZ CEP,000-BDC-590,2458827.221406,9.7388,0.0164,False,Johnson V,CCD,SJTS,,
5977,RZ CEP,000-BDC-590,2458827.221499,9.8023,0.0168,False,Johnson V,CCD,SJTS,,
5978,RZ CEP,000-BDC-590,2458827.22158,9.7504,0.0169,False,Johnson V,CCD,SJTS,,
5979,RZ CEP,000-BDC-590,2458827.221672,9.699,0.0168,False,Johnson V,CCD,SJTS,,
5980,RZ CEP,000-BDC-590,2458827.221765,9.7115,0.0166,False,Johnson V,CCD,SJTS,,
5981,RZ CEP,000-BDC-590,2458827.221846,9.7702,0.017,False,Johnson V,CCD,SJTS,,
5982,RZ CEP,000-BDC-590,2458827.221939,9.7352,0.0162,False,Johnson V,CCD,SJTS,,
5983,RZ CEP,000-BDC-590,2458827.222031,9.7314,0.0165,False,Johnson V,CCD,SJTS,,
5984,RZ CEP,000-BDC-590,2458827.222124,9.7478,0.0167,False,Johnson V,CCD,SJTS,,
5985,RZ CEP,000-BDC-590,2458827.222205,9.7209,0.0165,False,Johnson V,CCD,SJTS,,
5986,RZ CEP,000-BDC-590,2458827.222297,9.7174,0.0168,False,Johnson V,CCD,SJTS,,
5987,RZ CEP,000-BDC-590,2458827.22239,9.7321,0.0166,False,Johnson V,CCD,SJTS,,
5988,RZ CEP,000-BDC-590,2458827.222471,9.7664,0.0168,False,Johnson V,CCD,SJTS,,
